Timestamp,MotorTemp,AmbientTemp,Current
13-Aug-2024 17:33:39,28.625,26.8125,0.86431
13-Aug-2024 17:33:56,28.6875,26.75,0.86191
13-Aug-2024 17:34:11,28.625,26.8125,0.86431
13-Aug-2024 17:34:29,28.625,26.75,0.8691
13-Aug-2024 17:34:43,28.6875,26.8125,0.85952
13-Aug-2024 17:34:57,28.625,26.8125,0.86431
13-Aug-2024 17:35:12,28.6875,26.8125,0.87388
13-Aug-2024 17:35:26,28.625,26.75,0.8667
13-Aug-2024 17:35:41,28.625,26.8125,0.8667
13-Aug-2024 17:35:55,28.625,26.8125,0.86191
13-Aug-2024 17:36:09,28.6875,26.8125,0.87388
13-Aug-2024 17:36:24,28.6875,26.8125,0.86431
13-Aug-2024 17:36:38,28.6875,26.8125,0.87149
13-Aug-2024 17:36:52,28.625,26.8125,0.8667
13-Aug-2024 17:37:06,28.625,26.8125,0.86191
13-Aug-2024 17:37:21,28.625,26.8125,0.86191
13-Aug-2024 17:37:52,28.625,26.8125,0.8691
13-Aug-2024 17:38:06,28.625,26.8125,0.8667
13-Aug-2024 17:38:21,28.625,26.8125,0.8667
13-Aug-2024 17:38:35,28.625,26.875,0.8691
13-Aug-2024 17:38:50,28.625,26.8125,0.8691
13-Aug-2024 17:39:04,28.5625,26.875,0.86191
13-Aug-2024 17:39:19,28.5625,26.8125,0.8691
13-Aug-2024 17:39:33,28.625,26.8125,0.86191
13-Aug-2024 17:39:48,28.625,26.875,0.87149
13-Aug-2024 17:40:02,28.625,26.8125,0.8667
13-Aug-2024 17:40:19,28.625,26.8125,0.87149
13-Aug-2024 17:40:33,28.5625,26.8125,0.85952
13-Aug-2024 17:40:48,28.625,26.75,0.8667
13-Aug-2024 17:41:02,28.625,26.875,0.87628
13-Aug-2024 17:41:17,28.625,26.875,0.87388
13-Aug-2024 17:41:31,28.625,26.8125,0.8691
13-Aug-2024 17:41:45,28.5625,26.875,0.8691
13-Aug-2024 17:42:00,28.5625,26.8125,0.86431
13-Aug-2024 17:42:18,28.5625,26.8125,0.87149
13-Aug-2024 17:42:40,28.5625,26.75,0.87149
13-Aug-2024 17:42:54,28.5625,26.6875,0.8667
13-Aug-2024 17:43:09,28.625,26.75,0.87628
13-Aug-2024 17:43:23,28.5625,26.8125,0.8667
13-Aug-2024 17:43:37,28.5625,26.8125,0.86191
13-Aug-2024 17:43:52,28.5625,26.75,0.87388
13-Aug-2024 17:44:07,28.5625,26.8125,0.8667
13-Aug-2024 17:44:21,28.5625,26.75,0.87628
13-Aug-2024 17:44:36,28.5625,26.75,0.8667
13-Aug-2024 17:44:50,28.5625,26.8125,0.8691
13-Aug-2024 17:45:04,28.5625,26.8125,0.87867
13-Aug-2024 17:45:18,28.5625,26.8125,0.87149
13-Aug-2024 17:45:33,28.5625,26.8125,0.86191
13-Aug-2024 17:45:47,28.5625,26.8125,0.87388
13-Aug-2024 17:46:01,28.5625,26.6875,0.87867
13-Aug-2024 17:46:16,28.5,26.75,0.87388
13-Aug-2024 17:46:30,28.5625,26.8125,0.8667
13-Aug-2024 17:46:44,28.5625,26.8125,0.87388
13-Aug-2024 17:46:59,28.5625,26.6875,0.87867
13-Aug-2024 17:47:13,28.5625,26.75,0.8667
13-Aug-2024 17:47:27,28.5625,26.8125,0.87149
13-Aug-2024 17:47:42,28.5625,26.75,0.87628
13-Aug-2024 17:47:56,28.5,26.75,0.85952
13-Aug-2024 17:48:11,28.5625,26.75,0.87149
13-Aug-2024 17:48:25,28.5625,26.6875,0.87149
13-Aug-2024 17:48:39,28.5,26.75,0.8667
13-Aug-2024 17:48:54,28.5625,26.75,0.87149
13-Aug-2024 17:49:09,28.5,26.75,0.87149
13-Aug-2024 17:49:23,28.5,26.75,0.86191
13-Aug-2024 17:49:37,28.5,26.8125,0.86191
13-Aug-2024 17:49:52,28.5,26.75,0.86431
13-Aug-2024 17:50:06,28.5,26.75,0.86431
13-Aug-2024 17:50:20,28.5,26.75,0.8667
13-Aug-2024 17:50:35,28.5,26.6875,0.87388
13-Aug-2024 17:50:49,28.5,26.6875,0.87149
13-Aug-2024 17:51:03,28.5,26.75,0.85952
13-Aug-2024 17:51:18,28.5,26.75,0.87628
13-Aug-2024 17:51:34,28.5,26.6875,0.87628
13-Aug-2024 17:51:48,28.5,26.6875,0.8691
13-Aug-2024 17:52:02,28.5625,26.75,0.8691
13-Aug-2024 17:52:17,28.5,26.75,0.8691
13-Aug-2024 17:52:31,28.5,26.75,0.8691
13-Aug-2024 17:52:46,28.4375,26.75,0.86431
13-Aug-2024 17:53:00,28.4375,26.75,0.86431
13-Aug-2024 17:53:14,28.4375,26.6875,0.87149
13-Aug-2024 17:53:29,28.5,26.75,0.87628
13-Aug-2024 17:53:44,28.4375,26.75,0.8691
13-Aug-2024 17:53:58,28.5,26.75,0.86431
13-Aug-2024 17:54:12,28.4375,26.6875,0.86191
13-Aug-2024 17:54:27,28.5,26.75,0.85952
13-Aug-2024 17:54:41,28.5,26.6875,0.87149
13-Aug-2024 17:54:55,28.4375,26.75,0.87149
13-Aug-2024 17:55:11,28.4375,26.6875,0.86431
13-Aug-2024 17:55:25,28.4375,26.6875,0.86431
13-Aug-2024 17:55:39,28.4375,26.75,0.8667
13-Aug-2024 17:55:54,28.4375,26.75,0.87149
13-Aug-2024 17:56:08,28.4375,26.75,0.8691
13-Aug-2024 17:56:22,28.4375,26.6875,0.85952
13-Aug-2024 17:56:37,28.4375,26.75,0.87149
13-Aug-2024 17:56:51,28.4375,26.75,0.87388
13-Aug-2024 17:57:05,28.4375,26.75,0.87149
13-Aug-2024 17:57:20,28.4375,26.6875,0.8667
13-Aug-2024 17:57:34,28.4375,26.75,0.8667
13-Aug-2024 17:57:48,28.4375,26.6875,0.8691
13-Aug-2024 17:58:04,28.4375,26.6875,0.8667
13-Aug-2024 17:58:18,28.4375,26.6875,0.87149
13-Aug-2024 17:58:32,28.4375,26.75,0.86191
13-Aug-2024 17:58:47,28.4375,26.75,0.87149
13-Aug-2024 17:59:01,28.4375,26.6875,0.86431
13-Aug-2024 17:59:15,28.4375,26.6875,0.8667
13-Aug-2024 17:59:30,28.4375,26.6875,0.86431
13-Aug-2024 17:59:44,28.4375,26.6875,0.8667
13-Aug-2024 17:59:58,28.4375,26.6875,0.8667
13-Aug-2024 18:00:12,28.375,26.6875,0.8667
13-Aug-2024 18:00:44,28.375,26.6875,0.8691
13-Aug-2024 18:00:58,28.4375,26.75,0.8691
13-Aug-2024 18:01:13,28.375,26.6875,0.87628
13-Aug-2024 18:01:28,28.375,26.6875,0.8691
13-Aug-2024 18:01:45,28.375,26.625,0.87388
13-Aug-2024 18:02:00,28.375,26.625,0.8667
13-Aug-2024 18:02:30,28.375,26.6875,0.87149
13-Aug-2024 18:02:46,28.375,26.6875,0.87628
13-Aug-2024 18:03:17,28.375,26.6875,0.87149
13-Aug-2024 18:03:31,28.375,26.6875,0.88107
13-Aug-2024 18:03:46,28.375,26.6875,0.8691
13-Aug-2024 18:04:00,28.375,26.75,0.87149
13-Aug-2024 18:04:14,28.375,26.75,0.86191
13-Aug-2024 18:04:29,28.375,26.6875,0.87388
13-Aug-2024 18:04:43,28.375,26.75,0.8691
13-Aug-2024 18:04:57,28.375,26.75,0.87149
13-Aug-2024 18:05:12,28.3125,26.6875,0.8691
13-Aug-2024 18:05:28,28.375,26.6875,0.86431
13-Aug-2024 18:05:44,28.3125,26.6875,0.86431
13-Aug-2024 18:05:58,28.375,26.75,0.86191
13-Aug-2024 18:06:12,28.3125,26.6875,0.87149
13-Aug-2024 18:06:27,28.375,26.6875,0.8667
13-Aug-2024 18:06:42,28.3125,26.6875,0.87149
13-Aug-2024 18:06:56,28.3125,26.6875,0.87149
13-Aug-2024 18:07:11,28.3125,26.625,0.87149
13-Aug-2024 18:07:28,28.375,26.6875,0.8691
13-Aug-2024 18:07:43,28.3125,26.625,0.87388
13-Aug-2024 18:07:58,28.3125,26.625,0.87388
13-Aug-2024 18:08:15,28.3125,26.6875,0.85952
13-Aug-2024 18:08:29,28.3125,26.625,0.8667
13-Aug-2024 18:08:44,28.3125,26.6875,0.88107
13-Aug-2024 18:08:58,28.3125,26.625,0.86431
13-Aug-2024 18:09:12,28.3125,26.5625,0.8667
13-Aug-2024 18:09:29,28.3125,26.625,0.87149
13-Aug-2024 18:09:44,28.3125,26.6875,0.86431
13-Aug-2024 18:10:00,28.3125,26.625,0.8691
13-Aug-2024 18:10:30,28.25,26.6875,0.87149
13-Aug-2024 18:10:45,28.3125,26.5625,0.87388
13-Aug-2024 18:11:00,28.3125,26.625,0.87628
13-Aug-2024 18:11:15,28.3125,26.625,0.87388
13-Aug-2024 18:11:29,28.25,26.6875,0.8691
13-Aug-2024 18:11:43,28.3125,26.625,0.86431
13-Aug-2024 18:11:58,28.25,26.5625,0.8691
13-Aug-2024 18:12:14,28.25,26.5625,0.86431
13-Aug-2024 18:12:30,28.25,26.5625,0.8667
13-Aug-2024 18:12:44,28.25,26.625,0.8667
13-Aug-2024 18:12:58,28.3125,26.5625,0.86431
13-Aug-2024 18:13:12,28.25,26.625,0.86431
13-Aug-2024 18:13:27,28.3125,26.625,0.87388
13-Aug-2024 18:13:42,28.3125,26.625,0.87388
13-Aug-2024 18:13:56,28.3125,26.625,0.8667
13-Aug-2024 18:14:13,28.3125,26.625,0.8691
13-Aug-2024 18:14:28,28.25,26.5625,0.87149
13-Aug-2024 18:15:03,28.25,26.625,0.87388
13-Aug-2024 18:15:18,28.25,26.625,0.8691
13-Aug-2024 18:15:33,28.25,26.5625,0.8691
13-Aug-2024 18:15:50,28.25,26.5625,0.8691
13-Aug-2024 18:16:05,28.25,26.5625,0.8691
13-Aug-2024 18:16:22,28.25,26.5625,0.87388
13-Aug-2024 18:16:37,28.25,26.5625,0.85712
13-Aug-2024 18:16:51,28.25,26.5625,0.8691
13-Aug-2024 18:17:07,28.25,26.5625,0.8667
13-Aug-2024 18:17:21,28.25,26.625,0.87149
13-Aug-2024 18:17:38,28.25,26.5625,0.87628
13-Aug-2024 18:17:52,28.25,26.5625,0.87867
13-Aug-2024 18:18:07,28.25,26.625,0.87388
13-Aug-2024 18:18:56,28.1875,26.5625,0.87388
13-Aug-2024 18:19:10,28.25,26.625,0.87149
13-Aug-2024 18:19:25,28.1875,26.625,0.86191
13-Aug-2024 18:19:42,28.25,26.625,0.8667
13-Aug-2024 18:20:15,28.1875,26.5625,0.87388
13-Aug-2024 18:20:49,28.1875,26.625,0.87867
13-Aug-2024 18:21:04,28.1875,26.5625,0.87149
13-Aug-2024 18:21:19,28.1875,26.625,0.87867
13-Aug-2024 18:21:34,28.25,26.5625,0.8667
13-Aug-2024 18:21:49,28.25,26.625,0.87628
13-Aug-2024 18:22:03,28.1875,26.5625,0.87388
13-Aug-2024 18:22:20,28.25,26.625,0.86431
13-Aug-2024 18:22:35,28.1875,26.625,0.86431
13-Aug-2024 18:22:51,28.1875,26.625,0.87149
13-Aug-2024 18:23:07,28.1875,26.625,0.8667
13-Aug-2024 18:23:24,28.1875,26.625,0.87388
13-Aug-2024 18:23:39,28.1875,26.5625,0.8691
13-Aug-2024 18:23:53,28.25,26.625,0.87149
13-Aug-2024 18:24:08,28.1875,26.625,0.87628
13-Aug-2024 18:24:24,28.1875,26.6875,0.86191
13-Aug-2024 18:24:39,28.1875,26.625,0.8691
13-Aug-2024 18:24:53,28.1875,26.625,0.8691
13-Aug-2024 18:25:07,28.1875,26.625,0.8667
13-Aug-2024 18:25:24,28.1875,26.6875,0.87628
13-Aug-2024 18:25:41,28.1875,26.625,0.87628
13-Aug-2024 18:26:00,28.1875,26.625,0.8667
13-Aug-2024 18:26:17,28.125,26.625,0.87149
13-Aug-2024 18:26:32,28.125,26.625,0.87149
13-Aug-2024 18:27:05,28.125,26.625,0.87149
13-Aug-2024 18:27:20,28.1875,26.625,0.86431
13-Aug-2024 18:27:54,28.125,26.625,0.8691
13-Aug-2024 18:28:08,28.1875,26.6875,0.8691
13-Aug-2024 18:28:23,28.125,26.625,0.87388
13-Aug-2024 18:28:38,28.1875,26.625,0.87628
13-Aug-2024 18:28:53,28.125,26.625,0.87149
13-Aug-2024 18:29:09,28.1875,26.625,0.8691
13-Aug-2024 18:29:25,28.125,26.625,0.8691
13-Aug-2024 18:29:40,28.1875,26.625,0.88107
13-Aug-2024 18:30:13,28.125,26.625,0.86431
13-Aug-2024 18:30:28,28.125,26.625,0.87149
13-Aug-2024 18:30:44,28.125,26.625,0.8667
13-Aug-2024 18:30:58,28.125,26.625,0.87388
13-Aug-2024 18:31:13,28.125,26.625,0.8691
13-Aug-2024 18:31:28,28.125,26.625,0.86191
13-Aug-2024 18:32:03,28.125,26.6875,0.87149
13-Aug-2024 18:32:18,28.125,26.625,0.87388
13-Aug-2024 18:32:33,28.125,26.625,0.85712
13-Aug-2024 18:32:48,28.125,26.625,0.8691
13-Aug-2024 18:33:02,28.125,26.6875,0.86431
13-Aug-2024 18:33:17,28.125,26.625,0.8691
13-Aug-2024 18:33:32,28.125,26.6875,0.86431
13-Aug-2024 18:33:47,28.125,26.625,0.8667
13-Aug-2024 18:34:01,28.125,26.625,0.8691
13-Aug-2024 18:34:39,28.0625,26.625,0.87628
13-Aug-2024 18:34:54,28.125,26.625,0.88107
13-Aug-2024 18:35:10,28.125,26.5625,0.86431
13-Aug-2024 18:35:24,28.0625,26.625,0.87149
13-Aug-2024 18:35:41,28.125,26.625,0.87388
13-Aug-2024 18:35:55,28.0625,26.6875,0.8667
14-Aug-2024 09:58:54,27.5625,28.3125,0.87388
14-Aug-2024 09:59:08,27.5625,28.3125,0.87388
14-Aug-2024 09:59:22,27.5625,28.25,0.88825
14-Aug-2024 09:59:37,27.5625,28.25,0.87388
14-Aug-2024 09:59:51,27.625,28.1875,0.88346
14-Aug-2024 10:00:06,27.5625,28.25,0.88825
14-Aug-2024 10:00:20,27.5625,28.25,0.87867
14-Aug-2024 10:00:35,27.5625,28.25,0.87388
14-Aug-2024 10:00:49,27.625,28.25,0.87388
14-Aug-2024 10:01:04,27.625,28.25,0.87867
14-Aug-2024 10:01:19,27.5625,28.25,0.88346
14-Aug-2024 10:01:34,27.5625,28.1875,0.87149
14-Aug-2024 10:01:48,27.5625,28.25,0.89064
14-Aug-2024 10:02:02,27.5625,28.25,0.88825
14-Aug-2024 10:02:18,27.5625,28.1875,0.87867
14-Aug-2024 10:02:35,27.5625,28.25,0.88346
14-Aug-2024 10:02:50,27.5625,28.1875,0.88107
14-Aug-2024 10:03:04,27.5625,28.1875,0.88346
14-Aug-2024 10:03:18,27.5625,28.1875,0.87867
14-Aug-2024 10:03:33,27.625,28.25,0.87388
14-Aug-2024 10:03:47,27.5625,28.25,0.88346
14-Aug-2024 10:04:02,27.5625,28.3125,0.87867
14-Aug-2024 10:04:16,27.5625,28.25,0.87628
14-Aug-2024 10:04:31,27.5625,28.25,0.88346
14-Aug-2024 10:04:45,27.5625,28.25,0.88825
14-Aug-2024 10:04:59,27.625,28.3125,0.87628
14-Aug-2024 10:05:15,27.625,28.3125,0.87628
14-Aug-2024 10:05:29,27.625,28.375,0.88107
14-Aug-2024 10:05:43,27.625,28.375,0.87149
14-Aug-2024 10:05:58,27.625,28.375,0.87628
14-Aug-2024 10:06:12,27.625,28.375,0.88825
14-Aug-2024 10:06:26,27.625,28.375,0.88585
14-Aug-2024 10:06:41,27.625,28.3125,0.88585
14-Aug-2024 10:06:55,27.5625,28.375,0.87867
14-Aug-2024 10:07:13,27.625,28.375,0.87388
14-Aug-2024 10:07:28,27.625,28.3125,0.87867
14-Aug-2024 10:07:42,27.5625,28.375,0.87867
14-Aug-2024 10:07:56,27.5625,28.3125,0.88825
14-Aug-2024 10:08:10,27.5625,28.3125,0.87149
14-Aug-2024 10:08:25,27.625,28.375,0.88346
14-Aug-2024 10:08:40,27.625,28.4375,0.89064
14-Aug-2024 10:09:00,27.625,28.375,0.88825
14-Aug-2024 10:09:16,27.5625,28.3125,0.88585
14-Aug-2024 10:09:47,27.5625,28.3125,0.89304
14-Aug-2024 10:10:03,27.625,28.3125,0.88107
14-Aug-2024 10:10:21,27.5625,28.3125,0.87628
14-Aug-2024 10:10:37,27.625,28.3125,0.88585
14-Aug-2024 10:10:51,27.625,28.25,0.88107
14-Aug-2024 10:11:27,27.625,28.25,0.87388
14-Aug-2024 10:11:42,27.625,28.25,0.88346
14-Aug-2024 10:11:56,27.5625,28.1875,0.88346
14-Aug-2024 10:12:11,27.625,28.25,0.87867
14-Aug-2024 10:12:41,27.625,28.25,0.88107
14-Aug-2024 10:12:56,27.625,28.1875,0.87867
14-Aug-2024 10:13:11,27.625,28.25,0.88585
14-Aug-2024 10:13:43,27.625,28.1875,0.88825
14-Aug-2024 10:13:58,27.625,28.1875,0.88107
14-Aug-2024 10:14:12,27.625,28.1875,0.87867
14-Aug-2024 10:14:28,27.625,28.1875,0.87149
14-Aug-2024 10:14:43,27.625,28.1875,0.88346
14-Aug-2024 10:14:58,27.625,28.1875,0.88585
14-Aug-2024 10:15:12,27.625,28.1875,0.87388
14-Aug-2024 10:15:28,27.625,28.1875,0.88585
14-Aug-2024 10:15:45,27.5625,28.1875,0.87388
14-Aug-2024 10:16:00,27.625,28.1875,0.87867
14-Aug-2024 10:16:14,27.625,28.1875,0.88585
14-Aug-2024 10:16:29,27.625,28.1875,0.87388
14-Aug-2024 10:16:45,27.625,28.125,0.88585
14-Aug-2024 10:16:59,27.625,28.1875,0.88107
14-Aug-2024 10:17:13,27.5625,28.1875,0.88585
14-Aug-2024 10:17:30,27.6875,28.25,0.88107
14-Aug-2024 10:18:03,27.5625,28.25,0.87149
14-Aug-2024 10:18:20,27.625,28.25,0.87149
14-Aug-2024 10:18:34,27.5625,28.25,0.8667
14-Aug-2024 10:18:48,27.625,28.3125,0.87628
14-Aug-2024 10:19:04,27.625,28.25,0.88107
14-Aug-2024 10:19:21,27.625,28.25,0.88346
14-Aug-2024 10:19:38,27.625,28.1875,0.88825
14-Aug-2024 10:19:52,27.5625,28.25,0.88585
14-Aug-2024 10:20:11,27.625,28.25,0.87867
14-Aug-2024 10:20:26,27.625,28.1875,0.88107
14-Aug-2024 10:20:41,27.625,28.25,0.87628
14-Aug-2024 10:21:15,27.5625,28.1875,0.88346
14-Aug-2024 10:21:30,27.625,28.25,0.8691
14-Aug-2024 10:21:45,27.625,28.1875,0.87867
14-Aug-2024 10:21:59,27.625,28.25,0.87867
14-Aug-2024 10:22:13,27.625,28.25,0.87867
14-Aug-2024 10:22:28,27.625,28.25,0.88346
14-Aug-2024 10:22:46,27.625,28.25,0.88585
14-Aug-2024 10:23:00,27.625,28.25,0.87388
14-Aug-2024 10:23:14,27.625,28.25,0.87628
14-Aug-2024 10:23:29,27.625,28.1875,0.88825
14-Aug-2024 10:23:43,27.625,28.25,0.88585
14-Aug-2024 10:24:33,27.625,28.25,0.87867
14-Aug-2024 10:24:47,27.625,28.25,0.88346
14-Aug-2024 10:25:01,27.625,28.25,0.88585
14-Aug-2024 10:25:32,27.625,28.25,0.89064
14-Aug-2024 10:25:46,27.625,28.3125,0.87867
14-Aug-2024 10:26:02,27.625,28.3125,0.88585
14-Aug-2024 10:26:16,27.625,28.3125,0.87388
14-Aug-2024 10:26:50,27.625,28.25,0.88107
14-Aug-2024 10:27:04,27.625,28.1875,0.88346
14-Aug-2024 10:27:20,27.625,28.25,0.87149
14-Aug-2024 10:27:34,27.625,28.25,0.88825
14-Aug-2024 10:27:48,27.625,28.25,0.87388
14-Aug-2024 10:28:54,27.625,28.25,0.88825
14-Aug-2024 10:29:11,27.625,28.25,0.88585
14-Aug-2024 10:29:28,27.625,28.1875,0.89064
14-Aug-2024 10:29:58,27.625,28.25,0.88585
14-Aug-2024 10:30:13,27.625,28.25,0.88346
14-Aug-2024 10:30:27,27.625,28.3125,0.8691
14-Aug-2024 10:30:59,27.6875,28.25,0.88346
14-Aug-2024 10:31:13,27.625,28.25,0.88107
14-Aug-2024 10:31:46,27.625,28.25,0.88107
14-Aug-2024 10:32:01,27.6875,28.1875,0.88107
14-Aug-2024 10:32:16,27.625,28.3125,0.88107
14-Aug-2024 10:32:33,27.625,28.25,0.87867
14-Aug-2024 10:33:04,27.625,28.3125,0.88107
14-Aug-2024 10:33:20,27.625,28.25,0.87628
14-Aug-2024 10:33:36,27.625,28.3125,0.88585
14-Aug-2024 10:33:50,27.625,28.375,0.87867
14-Aug-2024 10:34:22,27.625,28.4375,0.87388
14-Aug-2024 10:34:40,27.625,28.4375,0.87628
14-Aug-2024 10:34:54,27.6875,28.375,0.88585
14-Aug-2024 10:35:10,27.625,28.4375,0.88107
14-Aug-2024 10:35:27,27.6875,28.4375,0.88107
14-Aug-2024 10:35:42,27.6875,28.375,0.88107
14-Aug-2024 10:35:56,27.6875,28.375,0.87628
14-Aug-2024 10:36:31,27.625,28.4375,0.87628
14-Aug-2024 10:37:07,27.6875,28.375,0.88107
14-Aug-2024 10:37:24,27.625,28.4375,0.88585
14-Aug-2024 10:37:41,27.625,28.375,0.88346
14-Aug-2024 10:37:55,27.625,28.4375,0.88585
14-Aug-2024 10:38:11,27.6875,28.4375,0.87628
14-Aug-2024 10:38:26,27.625,28.4375,0.88107
14-Aug-2024 10:39:02,27.625,28.375,0.88585
14-Aug-2024 10:39:16,27.625,28.375,0.87388
14-Aug-2024 10:39:30,27.625,28.4375,0.88585
14-Aug-2024 10:39:45,27.6875,28.375,0.89543
14-Aug-2024 10:40:25,27.625,28.375,0.87867
14-Aug-2024 10:40:56,27.6875,28.3125,0.87628
14-Aug-2024 10:41:12,27.625,28.25,0.87388
14-Aug-2024 10:41:26,27.6875,28.3125,0.87867
14-Aug-2024 10:41:41,27.6875,28.3125,0.87388
14-Aug-2024 10:41:55,27.625,28.3125,0.88825
14-Aug-2024 10:42:12,27.625,28.3125,0.87867
14-Aug-2024 10:42:26,27.625,28.25,0.87867
14-Aug-2024 10:42:41,27.625,28.25,0.88585
14-Aug-2024 10:42:56,27.6875,28.25,0.88585
14-Aug-2024 10:43:10,27.6875,28.25,0.87628
14-Aug-2024 10:43:24,27.6875,28.1875,0.88107
14-Aug-2024 10:43:39,27.625,28.125,0.87388
14-Aug-2024 10:43:53,27.6875,28.25,0.88346
14-Aug-2024 10:44:07,27.6875,28.1875,0.87149
14-Aug-2024 10:44:21,27.625,28.1875,0.87388
14-Aug-2024 10:44:36,27.625,28.1875,0.88107
14-Aug-2024 10:44:55,27.6875,28.25,0.88107
14-Aug-2024 10:45:09,27.6875,28.1875,0.88346
14-Aug-2024 10:45:24,27.625,28.1875,0.88825
14-Aug-2024 10:45:38,27.625,28.1875,0.88585
14-Aug-2024 10:45:53,27.625,28.1875,0.87628
14-Aug-2024 10:46:30,27.625,28.0625,0.88107
14-Aug-2024 10:46:45,27.625,28.125,0.88585
14-Aug-2024 10:47:22,27.625,28.125,0.87867
14-Aug-2024 10:47:36,27.625,28.125,0.88585
14-Aug-2024 10:47:54,27.6875,28.0625,0.88107
14-Aug-2024 10:48:08,27.625,28.0625,0.88107
14-Aug-2024 10:48:22,27.625,28.0625,0.87867
14-Aug-2024 10:48:38,27.625,28.0625,0.88107
14-Aug-2024 10:49:08,27.625,28,0.87867
14-Aug-2024 10:49:23,27.625,28.0625,0.88346
14-Aug-2024 10:49:37,27.625,28,0.88585
14-Aug-2024 10:49:51,27.625,28,0.87388
14-Aug-2024 10:50:05,27.625,28.0625,0.87867
14-Aug-2024 10:50:20,27.6875,28,0.88346
14-Aug-2024 10:50:34,27.625,27.9375,0.88107
14-Aug-2024 10:50:49,27.625,28,0.88346
14-Aug-2024 10:51:03,27.625,28,0.88825
14-Aug-2024 10:51:17,27.625,28,0.87628
14-Aug-2024 10:51:31,27.625,28,0.87867
14-Aug-2024 10:51:47,27.625,28,0.88346
14-Aug-2024 10:52:01,27.625,28,0.87628
14-Aug-2024 10:52:15,27.625,28,0.87867
14-Aug-2024 10:52:30,27.6875,28,0.88346
14-Aug-2024 10:52:45,27.625,28.0625,0.87867
14-Aug-2024 10:52:59,27.625,28,0.87149
14-Aug-2024 10:53:13,27.625,28,0.88585
14-Aug-2024 10:53:28,27.625,28.0625,0.88585
14-Aug-2024 10:53:47,27.625,28.0625,0.87388
14-Aug-2024 10:54:02,27.6875,28.0625,0.8667
14-Aug-2024 10:54:18,27.6875,28.0625,0.88346
14-Aug-2024 10:54:33,27.6875,28.0625,0.87867
14-Aug-2024 10:54:47,27.625,28.125,0.88585
14-Aug-2024 10:55:01,27.6875,28.125,0.88107
14-Aug-2024 10:55:16,27.6875,28.125,0.87867
14-Aug-2024 10:55:30,27.625,28.0625,0.88346
14-Aug-2024 10:55:44,27.625,28.0625,0.87628
14-Aug-2024 10:55:59,27.6875,28.125,0.88346
14-Aug-2024 10:56:13,27.625,28.0625,0.88107
14-Aug-2024 10:56:27,27.6875,28.125,0.88107
14-Aug-2024 10:56:42,27.6875,28.125,0.88346
14-Aug-2024 10:56:56,27.625,28.125,0.87388
14-Aug-2024 10:57:10,27.625,28.125,0.87628
14-Aug-2024 10:57:25,27.625,28.0625,0.87867
14-Aug-2024 10:57:39,27.6875,28.125,0.87867
14-Aug-2024 10:57:53,27.625,28.0625,0.8691
14-Aug-2024 10:58:08,27.625,28.0625,0.86431
14-Aug-2024 10:58:22,27.625,28.0625,0.88107
14-Aug-2024 10:58:36,27.625,28.125,0.87867
14-Aug-2024 10:58:50,27.625,28.1875,0.88585
14-Aug-2024 10:59:05,27.6875,28.125,0.8691
14-Aug-2024 10:59:19,27.625,28.125,0.87867
14-Aug-2024 10:59:34,27.6875,28.125,0.89064
14-Aug-2024 10:59:48,27.625,28.125,0.87628
14-Aug-2024 11:00:02,27.6875,28.125,0.88825
